Title: dummy

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 Mg#
1000.00 1100.00 99.999999 252.597061 -1234481.036222 38.683553 135.671591 4.550 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1095.00 99.999999 252.102166 -1235159.362664 38.673976 135.658938 4.584 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1090.00 99.999999 251.605507 -1235837.625120 38.664400 135.645996 4.618 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1085.00 99.999999 251.107070 -1236515.822142 38.654824 135.632764 4.652 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1080.00 99.999999 250.606845 -1237193.952265 38.645247 135.619237 4.687 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1075.00 99.999999 250.104818 -1237872.014013 38.635671 135.605413 4.722 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1070.00 99.999932 249.600807 -1238549.104153 38.626068 135.591195 4.757 61.9391 2.9191 11.189 1.3449 7.28731 1.0264 1.7348 8.2942 1.9334 1.3541 0.977701 29.8
1000.00 1065.00 97.047808 241.658410 -1205743.455905 37.591977 131.328250 4.870 62.5094 2.89725 11.074 1.2101 7.09066 1.05762 1.61835 8.22163 1.92147 1.39207 1.00744 28.9
1000.00 1060.00 94.283015 234.209581 -1174974.624203 36.622130 127.346490 4.983 63.068 2.87009 10.9602 1.09221 6.88931 1.08864 1.51149 8.14653 1.90697 1.42958 1.03698 28.1
1000.00 1055.00 91.694081 227.223928 -1146123.654764 35.712630 123.627031 5.094 63.6141 2.83892 10.8477 0.989078 6.68495 1.11937 1.41343 8.06951 1.89017 1.46654 1.06626 27.4
1000.00 1050.00 89.269055 220.669904 -1119065.498030 34.859421 120.150718 5.204 64.1469 2.80484 10.7369 0.898734 6.47893 1.14978 1.32338 7.99108 1.8713 1.50291 1.09523 26.7
1000.00 1045.00 86.996166 214.516474 -1093676.061037 34.058512 116.899003 5.312 64.6663 2.76877 10.628 0.819421 6.27238 1.17982 1.24064 7.91167 1.85056 1.53864 1.12384 26.1
1000.00 1040.00 84.864135 208.733909 -1069835.578940 33.306078 113.854337 5.419 65.172 2.73143 10.5211 0.749608 6.06623 1.20946 1.16455 7.83165 1.82817 1.5737 1.15208 25.5
1000.00 1035.00 82.862358 203.294254 -1047430.712262 32.598522 111.000369 5.525 65.6641 2.69338 10.4165 0.687978 5.86126 1.23868 1.09452 7.75132 1.80429 1.60805 1.17991 25.0
1000.00 1030.00 80.980995 198.171550 -1026355.640928 31.932503 108.322040 5.630 66.1427 2.65505 10.3142 0.633408 5.65811 1.26746 1.03002 7.67091 1.77908 1.6417 1.20732 24.5
1000.00 1025.00 79.184996 193.282358 -1006209.124451 31.296140 105.760586 5.737 66.6262 2.61687 10.2171 0.584632 5.45733 1.29621 0.970162 7.57888 1.75321 1.67516 1.22424 24.1
1000.00 1020.00 77.222174 187.998032 -983640.105033 30.595806 102.950348 5.853 67.1716 2.51407 10.127 0.558233 5.28743 1.32244 0.904127 7.45141 1.72794 1.71345 1.22236 23.4
1000.00 1015.00 75.323516 182.890289 -961702.027688 29.916182 100.237355 5.970 67.7111 2.40143 10.0387 0.53877 5.12428 1.34705 0.841159 7.32308 1.70193 1.75214 1.22039 22.6
1000.00 1010.00 73.541862 178.089910 -941126.755757 29.277341 97.697144 6.085 68.2324 2.29594 9.95214 0.52116 4.96032 1.37071 0.783623 7.19912 1.67499 1.79002 1.21962 22.0
1000.00 1005.00 71.866803 173.569503 -921794.197602 28.675761 95.313875 6.199 68.7366 2.19701 9.8675 0.505171 4.7958 1.39343 0.731063 7.07916 1.64721 1.8271 1.21999 21.4
1000.00 1000.00 70.289609 169.305975 -903603.076069 28.108479 93.074194 6.312 69.2247 2.10407 9.78486 0.490598 4.63108 1.41525 0.68306 6.96294 1.61866 1.86339 1.2214 20.8
1000.00 995.00 68.802863 165.279614 -886466.921443 27.572975 90.966718 6.424 69.6975 2.01663 9.70429 0.477258 4.46659 1.43618 0.639222 6.85021 1.58943 1.89888 1.2238 20.3
1000.00 990.00 67.400172 161.473348 -870310.815592 27.067070 88.981605 6.535 70.1557 1.93424 9.6258 0.46499 4.30284 1.45621 0.599188 6.74078 1.55957 1.93358 1.22712 19.9
1000.00 985.00 66.075933 157.872152 -855068.785485 26.588847 87.110217 6.644 70.5997 1.85651 9.5494 0.453649 4.14034 1.47537 0.562617 6.6345 1.52917 1.96746 1.23133 19.5
1000.00 980.00 64.825143 154.462589 -840681.765988 26.136589 85.344858 6.753 71.0299 1.78305 9.47505 0.443108 3.97961 1.49366 0.529193 6.53126 1.4983 2.00051 1.23636 19.2
1000.00 975.00 63.643266 151.232458 -827096.056978 25.708732 83.678567 6.862 71.4467 1.71355 9.40269 0.433254 3.82117 1.51109 0.498623 6.43096 1.46702 2.03272 1.24219 18.9
1000.00 970.00 62.525707 148.169472 -814261.978674 25.303801 82.104390 6.969 71.8514 1.64769 9.33227 0.424002 3.66516 1.52717 0.470653 6.33342 1.43539 2.0641 1.24875 18.6
1000.00 965.00 61.435963 145.180049 -802158.718744 24.919193 80.570562 7.102 72.3251 1.58522 9.26446 0.416179 3.48536 1.49792 0.446813 6.22779 1.40313 2.09591 1.25207 18.6
1000.00 960.00 60.413581 142.363387 -790793.615823 24.557577 79.131446 7.234 72.78 1.52599 9.19811 0.408613 3.31352 1.46966 0.424901 6.12566 1.37073 2.12661 1.25618 18.6
1000.00 955.00 59.453071 139.705280 -780107.590687 24.217134 77.779170 7.365 73.217 1.46976 9.13317 0.401271 3.14943 1.44228 0.404706 6.02691 1.33826 2.15623 1.26102 18.6
1000.00 950.00 58.549498 137.192960 -770047.463717 23.896222 76.506684 7.494 73.6369 1.41627 9.0696 0.394125 2.99284 1.41567 0.386042 5.93143 1.30577 2.18479 1.2666 18.7
1000.00 945.00 57.698417 134.814936 -760565.298931 23.593359 75.307658 7.622 74.0405 1.36531 9.00735 0.387156 2.8435 1.38975 0.368748 5.83914 1.27333 2.21235 1.27291 18.8
1000.00 940.00 56.895822 132.560848 -751617.832601 23.307205 74.176403 7.748 74.4285 1.3167 8.94638 0.380346 2.70115 1.36444 0.352683 5.74996 1.24098 2.23892 1.27993 18.9
1000.00 935.00 49.519499 115.068190 -655555.250807 20.329542 64.510182 7.885 74.5484 1.28073 9.09797 0.35468 2.5078 1.30297 0.334678 5.58307 1.16973 2.52763 1.29236 19.2
1000.00 930.00 43.336149 100.434849 -574553.910798 17.819899 56.423293 7.981 74.5516 1.2577 9.21792 0.335377 2.30895 1.2902 0.308182 5.48632 1.09831 2.83063 1.31477 19.2
1000.00 925.00 38.407470 88.775245 -509907.837837 15.816605 49.980319 8.073 74.5365 1.23526 9.33837 0.317502 2.12583 1.27686 0.283924 5.39299 1.02937 3.12576 1.33766 19.2
1000.00 920.00 34.311631 79.094644 -456123.345452 14.149524 44.628933 8.166 74.5056 1.21261 9.46734 0.300138 1.95819 1.25787 0.262494 5.29603 0.961969 3.41743 1.36032 19.3
1000.00 915.00 30.843109 70.905822 -410519.169648 12.735638 40.099756 8.259 74.46 1.18985 9.60298 0.283404 1.80495 1.23437 0.243492 5.19734 0.896312 3.70445 1.38289 19.4
1000.00 910.00 27.853435 63.857234 -371157.571622 11.514954 36.198237 8.350 74.4004 1.16708 9.74359 0.267398 1.665 1.20748 0.226565 5.09859 0.832604 3.98574 1.40553 19.5
1000.00 905.00 25.230787 57.684646 -336577.886803 10.442249 32.777900 8.441 74.328 1.14438 9.8877 0.252186 1.53719 1.17816 0.211413 5.00117 0.771014 4.26037 1.42839 19.7
1000.00 900.00 22.887374 52.181285 -305631.689385 9.481968 29.723818 8.529 74.2437 1.12182 10.0342 0.237804 1.42043 1.14726 0.197788 4.90622 0.711652 4.52757 1.4516 19.9
1000.00 895.00 12.110462 27.528644 -161846.182679 5.018254 15.728962 8.587 74.0587 1.116 10.1933 0.231628 1.29433 1.18132 0.18214 4.9032 0.622141 4.72968 1.48764 20.1
1000.00 835.00 2.221855 4.011323 -27875.006259 0.763760 4.080148 -2.615 1.18628 0.129378 0.0130086 0.279012 0.000503403 1.61728 0.583908 52.1751 4.39632e-06 0.0117427 44.0038 100.0
1000.00 830.00 2.220478 3.989764 -27883.075972 0.763362 4.078293 -2.617 1.16863 0.12433 0.0125403 0.275697 0.000460207 1.59012 0.579357 52.2065 4.04403e-06 0.0113266 44.0311 100.0
1000.00 825.00 2.219131 3.968203 -27891.403787 0.762972 4.076478 -2.618 1.15133 0.119469 0.0120872 0.272438 0.000420576 1.5634 0.574886 52.2373 3.71787e-06 0.0109235 44.0578 100.0
1000.00 820.00 2.217813 3.946639 -27899.982609 0.762591 4.074702 -2.620 1.13439 0.114787 0.0116486 0.269233 0.000384224 1.53712 0.570496 52.2674 3.41604e-06 0.0105329 44.084 100.0
1000.00 815.00 2.216522 3.925067 -27908.805690 0.762218 4.072964 -2.621 1.11778 0.110279 0.0112242 0.266082 0.000350888 1.51127 0.566187 52.297 3.13686e-06 0.0101545 44.1096 100.0
1000.00 810.00 2.215259 3.903485 -27917.866610 0.761854 4.071262 -2.622 1.1015 0.105937 0.0108134 0.262985 0.000320324 1.48584 0.561958 52.3261 2.87876e-06 0.009788 44.1348 100.0
1000.00 805.00 2.214022 3.881891 -27927.159266 0.761497 4.069597 -2.624 1.08555 0.101755 0.0104159 0.259941 0.000292311 1.46081 0.557809 52.3545 2.64025e-06 0.00943295 44.1595 100.0
1000.00 800.00 2.212810 3.860281 -27936.677840 0.761148 4.067967 -2.625 1.06992 0.0977274 0.0100312 0.25695 0.000266642 1.43618 0.55374 52.3825 2.41998e-06 0.00908903 44.1836 100.0

spinel_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 1060.00 0.576412 1.294623 -6449.197012 0.168633 0.664762 cpx Na0.01Ca0.24Fe''0.76Mg0.91Fe'''0.05Ti0.01Al0.11Si1.92O6 50.0294 0.196542 2.54003 1.58886 23.7902 0 15.8465 5.92974 0.07871 0 0
1000.00 1055.00 0.778344 1.742940 -8673.945666 0.227272 0.895505 cpx Na0.01Ca0.24Fe''0.78Mg0.89Fe'''0.04Ti0.01Al0.11Si1.92O6 49.9694 0.190809 2.49316 1.53719 24.3003 0 15.5687 5.86321 0.0772694 0 0
1000.00 1050.00 0.936352 2.090556 -10394.705930 0.272899 1.074797 cpx Na0.01Ca0.24Fe''0.80Mg0.88Fe'''0.04Ti0.01Al0.11Si1.92O6 49.9108 0.185147 2.44785 1.48936 24.7926 0 15.3023 5.79613 0.0758454 0 0
1000.00 1045.00 1.058513 2.356358 -11707.177027 0.307943 1.212274 cpx Na0.01Ca0.24Fe''0.81Mg0.86Fe'''0.04Ti0.01Al0.11Si1.92O6 49.8538 0.179608 2.40404 1.445 25.2675 0 15.0469 5.72874 0.0744432 0 0
1000.00 1040.00 1.151414 2.555697 -12688.941735 0.334380 1.315768 cpx Na0.01Ca0.23Fe''0.83Mg0.85Fe'''0.04Ti0.01Al0.11Si1.92O6 49.7984 0.174226 2.36169 1.40374 25.7255 0 14.8022 5.66124 0.0730664 0 0
1000.00 1035.00 1.220387 2.700961 -13402.459111 0.353804 1.391601 cpx Na0.01Ca0.23Fe''0.85Mg0.84Fe'''0.04Ti0.00Al0.11Si1.92O6 49.7447 0.169026 2.32072 1.36523 26.167 0 14.5679 5.59379 0.0717171 0 0
1000.00 1030.00 1.269734 2.802117 -13897.861976 0.367500 1.444856 cpx Na0.01Ca0.23Fe''0.86Mg0.83Fe'''0.04Ti0.00Al0.10Si1.93O6 49.6928 0.16402 2.28107 1.32919 26.5923 0 14.3437 5.52652 0.0703967 0 0
1000.00 1025.00 1.299931 2.860601 -14182.793592 0.375636 1.476228 cpx Na0.01Ca0.23Fe''0.88Mg0.82Fe'''0.04Ti0.00Al0.10Si1.93O6 49.643 0.159234 2.24252 1.29516 27.0015 0 14.13 5.45949 0.0690991 0 0
1000.00 1020.00 1.417754 3.110132 -15397.036035 0.408797 1.605665 cpx Na0.01Ca0.23Fe''0.90Mg0.80Fe'''0.04Ti0.00Al0.10Si1.93O6 49.5361 0.152424 2.21885 1.29953 27.5118 0 13.8161 5.39712 0.0680416 0 0
1000.00 1015.00 1.565304 3.422894 -16916.832881 0.450321 1.767743 cpx Na0.01Ca0.22Fe''0.91Mg0.78Fe'''0.04Ti0.00Al0.10Si1.93O6 49.4173 0.14551 2.19919 1.31406 28.0353 0 13.4858 5.33588 0.0670734 0 0
1000.00 1010.00 1.714861 3.738111 -18446.105557 0.492264 1.931301 cpx Na0.01Ca0.22Fe''0.93Mg0.77Fe'''0.04Ti0.00Al0.10Si1.93O6 49.3026 0.139069 2.17975 1.3289 28.54 0 13.1688 5.27477 0.0661359 0 0
1000.00 1005.00 1.864366 4.051317 -19963.682673 0.534047 2.094064 cpx Na0.00Ca0.22Fe''0.95Mg0.75Fe'''0.04Ti0.00Al0.10Si1.93O6 49.1925 0.133059 2.1605 1.34388 29.0247 0 12.8661 5.21397 0.065227 0 0
1000.00 1000.00 2.011965 4.358546 -21450.984374 0.575151 2.254011 cpx Na0.00Ca0.22Fe''0.97Mg0.74Fe'''0.04Ti0.00Al0.10Si1.93O6 49.0875 0.127442 2.14138 1.35881 29.4888 0 12.5782 5.15359 0.0643443 0 0
1000.00 995.00 2.156016 4.656345 -22892.039954 0.615123 2.409383 cpx Na0.00Ca0.21Fe''0.99Mg0.72Fe'''0.04Ti0.00Al0.10Si1.93O6 48.9877 0.122182 2.12236 1.37351 29.9315 0 12.3055 5.09373 0.0634857 0 0
1000.00 990.00 2.295113 4.941801 -24273.542431 0.653581 2.558691 cpx Na0.00Ca0.21Fe''1.00Mg0.71Fe'''0.04Ti0.00Al0.10Si1.93O6 48.8935 0.117245 2.10341 1.38779 30.3528 0 12.0482 5.03443 0.0626485 0 0
1000.00 985.00 2.428092 5.212557 -25584.876019 0.690213 2.700732 cpx Na0.00Ca0.21Fe''1.02Mg0.70Fe'''0.04Ti0.00Al0.10Si1.93O6 48.8048 0.112603 2.08452 1.40146 30.7527 0 11.8064 4.97573 0.0618302 0 0
1000.00 980.00 2.554040 5.466817 -26818.076586 0.724778 2.834580 cpx Na0.00Ca0.21Fe''1.03Mg0.68Fe'''0.04Ti0.00Al0.10Si1.93O6 48.7217 0.108226 2.06566 1.41435 31.1316 0 11.5797 4.91764 0.0610284 0 0
1000.00 975.00 2.672292 5.703325 -27967.708438 0.757106 2.959587 cpx Na0.00Ca0.21Fe''1.04Mg0.67Fe'''0.04Ti0.00Al0.10Si1.93O6 48.6443 0.10409 2.04682 1.42632 31.4902 0 11.3679 4.86016 0.0602406 0 0
1000.00 970.00 2.778891 5.913842 -28994.151950 0.786097 3.071474 cpx Na0.00Ca0.20Fe''1.06Mg0.66Fe'''0.04Ti0.00Al0.09Si1.93O6 48.5725 0.100176 2.02799 1.43724 31.8284 0 11.171 4.80326 0.0594647 0 0
1000.00 965.00 2.562577 5.439212 -26682.210646 0.724077 2.828048 cpx Na0.00Ca0.20Fe''1.07Mg0.66Fe'''0.04Ti0.00Al0.09Si1.93O6 48.5265 0.0968255 2.00838 1.44681 32.0724 0 11.0454 4.74503 0.0586879 0 0
1000.00 960.00 2.363528 5.003688 -24562.781692 0.667109 2.604554 cpx Na0.00Ca0.20Fe''1.08Mg0.65Fe'''0.04Ti0.00Al0.09Si1.93O6 48.4847 0.093607 1.9888 1.45461 32.3032 0 10.9297 4.68746 0.0579174 0 0
1000.00 955.00 2.179401 4.601981 -22609.263734 0.614504 2.398271 cpx Na0.00Ca0.20Fe''1.08Mg0.64Fe'''0.04Ti0.00Al0.09Si1.93O6 48.447 0.0905102 1.96924 1.46068 32.522 0 10.8229 4.63053 0.0571519 0 0
1000.00 950.00 2.008244 4.229701 -20799.581989 0.565689 2.206936 cpx Na0.00Ca0.20Fe''1.09Mg0.64Fe'''0.04Ti0.00Al0.09Si1.93O6 48.4128 0.0875262 1.94973 1.46505 32.7299 0 10.7244 4.57423 0.0563903 0 0
1000.00 945.00 1.848436 3.883190 -19115.370961 0.520186 2.028668 cpx Na0.00Ca0.19Fe''1.10Mg0.63Fe'''0.04Ti0.00Al0.09Si1.93O6 48.3821 0.0846472 1.93026 1.46778 32.9278 0 10.6332 4.51854 0.0556319 0 0
1000.00 940.00 1.698619 3.559394 -17541.306587 0.477596 1.861895 cpx Na0.00Ca0.19Fe''1.11Mg0.63Fe'''0.04Ti0.00Al0.09Si1.93O6 48.3544 0.0818665 1.91085 1.46893 33.1167 0 10.5489 4.46345 0.0548761 0 0
1000.00 935.00 0.151497 0.316754 -1564.574458 0.042581 0.165961 cpx Na0.00Ca0.19Fe''1.11Mg0.63Fe'''0.04Ti0.00Al0.09Si1.93O6 48.3646 0.079594 1.89723 1.45313 33.1853 0 10.5586 4.40746 0.0539825 0 0

rhm-oxide_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 1020.00 0.311720 0.610989 -2267.502343 0.067413 0.284767 Mn0.04Fe''0.81Mg0.07Fe'''0.17Ti0.91O3 0 48.6602 0 9.10799 38.6474 1.66389 1.9205 0 0 0 0
1000.00 1015.00 0.680530 1.331230 -4943.578485 0.147047 0.621512 Mn0.04Fe''0.81Mg0.07Fe'''0.17Ti0.91O3 0 48.587 0 9.17462 38.684 1.72751 1.8269 0 0 0 0
1000.00 1010.00 1.024785 2.000724 -7435.172229 0.221255 0.935671 Mn0.04Fe''0.81Mg0.06Fe'''0.17Ti0.91O3 0 48.5131 0 9.24878 38.7055 1.79136 1.74127 0 0 0 0
1000.00 1005.00 1.346422 2.623576 -9757.782919 0.290478 1.229045 Mn0.04Fe''0.81Mg0.06Fe'''0.18Ti0.91O3 0 48.4384 0 9.33012 38.7131 1.85552 1.66288 0 0 0 0
1000.00 1000.00 1.647022 3.203161 -11924.073462 0.355074 1.503108 Mn0.04Fe''0.81Mg0.06Fe'''0.18Ti0.91O3 0 48.3629 0 9.41811 38.7078 1.92007 1.59109 0 0 0 0
1000.00 995.00 1.927906 3.742312 -13944.612367 0.415345 1.759087 Mn0.04Fe''0.81Mg0.06Fe'''0.18Ti0.91O3 0 48.2867 0 9.51214 38.6908 1.98504 1.52531 0 0 0 0
1000.00 990.00 2.190215 4.243479 -15828.484649 0.471550 1.998040 Mn0.04Fe''0.81Mg0.05Fe'''0.18Ti0.91O3 0 48.21 0 9.61143 38.6631 2.05049 1.46499 0 0 0 0
1000.00 985.00 2.434969 4.708852 -17583.775682 0.523920 2.220910 Mn0.04Fe''0.81Mg0.05Fe'''0.18Ti0.91O3 0 48.133 0 9.71518 38.6257 2.11643 1.40962 0 0 0 0
1000.00 980.00 2.663114 5.140458 -19217.933674 0.572669 2.428570 Mn0.05Fe''0.81Mg0.05Fe'''0.19Ti0.91O3 0 48.056 0 9.82249 38.5799 2.18287 1.35875 0 0 0 0
1000.00 975.00 2.875558 5.540227 -20738.021041 0.618002 2.621853 Mn0.05Fe''0.81Mg0.05Fe'''0.19Ti0.91O3 0 47.9793 0 9.93248 38.5265 2.24979 1.31194 0 0 0 0
1000.00 970.00 3.073227 5.910105 -22151.149742 0.660125 2.801609 Mn0.05Fe''0.81Mg0.05Fe'''0.19Ti0.91O3 0 47.9029 0 10.0447 38.4669 2.31658 1.26894 0 0 0 0
1000.00 965.00 3.259524 6.256761 -23480.704282 0.699805 2.971143 Mn0.05Fe''0.81Mg0.05Fe'''0.19Ti0.90O3 0 47.8138 0 10.192 38.4279 2.32551 1.24078 0 0 0 0
1000.00 960.00 3.430693 6.573070 -24701.374290 0.736215 3.126820 Mn0.05Fe''0.81Mg0.05Fe'''0.20Ti0.90O3 0 47.728 0 10.3346 38.3881 2.33464 1.21467 0 0 0 0
1000.00 955.00 3.588132 6.861851 -25823.522459 0.769658 3.269910 Mn0.05Fe''0.81Mg0.04Fe'''0.20Ti0.90O3 0 47.6456 0 10.4722 38.3479 2.34388 1.19038 0 0 0 0
1000.00 950.00 3.733110 7.125660 -26856.527521 0.800413 3.401566 Mn0.05Fe''0.81Mg0.04Fe'''0.20Ti0.90O3 0 47.5667 0 10.6046 38.3079 2.35315 1.16774 0 0 0 0
1000.00 945.00 3.866776 7.366810 -27808.858998 0.828728 3.522835 Mn0.05Fe''0.81Mg0.04Fe'''0.20Ti0.90O3 0 47.4911 0 10.7316 38.2683 2.36237 1.14657 0 0 0 0
1000.00 940.00 3.990169 7.587387 -28688.149995 0.854831 3.634661 Mn0.05Fe''0.80Mg0.04Fe'''0.21Ti0.90O3 0 47.419 0 10.8531 38.2296 2.37149 1.12672 0 0 0 0
1000.00 935.00 4.222000 8.012252 -30366.126167 0.904296 3.844628 Mn0.05Fe''0.80Mg0.04Fe'''0.21Ti0.90O3 0 47.401 0 10.8835 38.2364 2.35716 1.12198 0 0 0 0
1000.00 930.00 4.436263 8.403683 -31893.224721 0.949735 4.039352 Mn0.05Fe''0.80Mg0.04Fe'''0.21Ti0.90O3 0 47.3037 0 11.0482 38.1128 2.44024 1.09504 0 0 0 0
1000.00 925.00 4.612482 8.721618 -33146.751224 0.986999 4.199355 Mn0.05Fe''0.80Mg0.04Fe'''0.21Ti0.89O3 0 47.2086 0 11.2096 37.9886 2.52428 1.06899 0 0 0 0
1000.00 920.00 4.758528 8.981083 -34187.048539 1.017814 4.331684 Mn0.06Fe''0.80Mg0.04Fe'''0.22Ti0.89O3 0 47.1255 0 11.3506 37.8793 2.59836 1.04624 0 0 0 0
1000.00 915.00 4.880699 9.194248 -35059.505655 1.043533 4.442079 Mn0.06Fe''0.80Mg0.04Fe'''0.22Ti0.89O3 0 47.0536 0 11.4723 37.7846 2.66316 1.02631 0 0 0 0
1000.00 910.00 4.983838 9.370468 -35798.797116 1.065197 4.534956 Mn0.06Fe''0.79Mg0.04Fe'''0.22Ti0.89O3 0 46.9919 0 11.5764 37.7034 2.7196 1.00873 0 0 0 0
1000.00 905.00 5.071735 9.517066 -36431.921007 1.083617 4.613780 Mn0.06Fe''0.79Mg0.04Fe'''0.22Ti0.89O3 0 46.9395 0 11.6644 37.6343 2.76867 0.993117 0 0 0 0
1000.00 900.00 5.147413 9.639880 -36980.311144 1.099440 4.681316 Mn0.06Fe''0.79Mg0.04Fe'''0.22Ti0.89O3 0 46.8952 0 11.7381 37.5762 2.81136 0.979128 0 0 0 0
1000.00 895.00 5.439494 10.170668 -39043.409381 1.161118 4.947684 Mn0.06Fe''0.79Mg0.04Fe'''0.23Ti0.89O3 0 46.7134 0 12.064 37.2639 3.00776 0.95105 0 0 0 0
1000.00 890.00 5.758669 10.751241 -41290.512051 1.228454 5.239310 Mn0.07Fe''0.78Mg0.03Fe'''0.24Ti0.88O3 0 46.5001 0 12.4513 36.8863 3.23759 0.924713 0 0 0 0
1000.00 885.00 5.749142 10.709994 -41251.048181 1.226233 5.228070 Mn0.07Fe''0.78Mg0.03Fe'''0.24Ti0.88O3 0 46.521 0 12.4084 36.932 3.21791 0.920776 0 0 0 0
1000.00 880.00 5.739717 10.668905 -41212.463508 1.224036 5.216898 Mn0.07Fe''0.78Mg0.03Fe'''0.23Ti0.88O3 0 46.5428 0 12.3636 36.9786 3.19828 0.916743 0 0 0 0
1000.00 875.00 5.730395 10.627973 -41174.751083 1.221862 5.205796 Mn0.07Fe''0.78Mg0.03Fe'''0.23Ti0.88O3 0 46.5654 0 12.3171 37.0262 3.1787 0.912612 0 0 0 0
1000.00 870.00 5.721173 10.587196 -41137.902045 1.219712 5.194764 Mn0.07Fe''0.78Mg0.03Fe'''0.23Ti0.88O3 0 46.589 0 12.2688 37.0747 3.15917 0.908382 0 0 0 0
1000.00 865.00 5.712053 10.546572 -41101.905799 1.217585 5.183800 Mn0.07Fe''0.78Mg0.03Fe'''0.23Ti0.88O3 0 46.6134 0 12.2188 37.1241 3.13969 0.904054 0 0 0 0
1000.00 860.00 5.703034 10.506098 -41066.750181 1.215482 5.172905 Mn0.07Fe''0.78Mg0.03Fe'''0.23Ti0.88O3 0 46.6386 0 12.1672 37.1744 3.12024 0.899627 0 0 0 0
1000.00 855.00 5.694113 10.465772 -41032.421612 1.213401 5.162077 Mn0.07Fe''0.79Mg0.03Fe'''0.23Ti0.89O3 0 46.6647 0 12.1139 37.2255 3.10082 0.895099 0 0 0 0
1000.00 850.00 5.685291 10.425589 -40998.905237 1.211342 5.151317 Mn0.07Fe''0.79Mg0.03Fe'''0.23Ti0.89O3 0 46.6915 0 12.059 37.2776 3.08144 0.890472 0 0 0 0
1000.00 845.00 5.676566 10.385547 -40966.185052 1.209306 5.140622 Mn0.07Fe''0.79Mg0.03Fe'''0.23Ti0.89O3 0 46.7192 0 12.0025 37.3305 3.06207 0.885744 0 0 0 0
1000.00 840.00 5.667935 10.345640 -40934.244020 1.207291 5.129992 Mn0.07Fe''0.79Mg0.03Fe'''0.23Ti0.89O3 0 46.7476 0 11.9445 37.3842 3.04274 0.880916 0 0 0 0
1000.00 835.00 5.648152 10.283180 -40832.626380 1.202976 5.108255 Mn0.06Fe''0.79Mg0.03Fe'''0.22Ti0.89O3 0 46.8327 0 11.7748 37.5558 2.96463 0.871963 0 0 0 0
1000.00 830.00 5.640235 10.244590 -40805.504064 1.201113 5.098265 Mn0.06Fe''0.79Mg0.03Fe'''0.22Ti0.89O3 0 46.8611 0 11.7169 37.6087 2.94636 0.86696 0 0 0 0
1000.00 825.00 5.632384 10.206075 -40778.949823 1.199267 5.088312 Mn0.06Fe''0.79Mg0.03Fe'''0.22Ti0.89O3 0 46.8901 0 11.6574 37.6625 2.9281 0.861857 0 0 0 0
1000.00 820.00 5.624598 10.167630 -40752.950314 1.197435 5.078396 Mn0.06Fe''0.80Mg0.03Fe'''0.22Ti0.89O3 0 46.92 0 11.5965 37.7171 2.90983 0.856653 0 0 0 0
1000.00 815.00 5.616875 10.129254 -40727.491109 1.195619 5.068515 Mn0.06Fe''0.80Mg0.03Fe'''0.22Ti0.89O3 0 46.9505 0 11.5341 37.7725 2.89156 0.851349 0 0 0 0
1000.00 810.00 5.609215 10.090943 -40702.556822 1.193816 5.058669 Mn0.06Fe''0.80Mg0.03Fe'''0.22Ti0.89O3 0 46.9818 0 11.4703 37.8287 2.87328 0.845944 0 0 0 0
1000.00 805.00 5.601615 10.052693 -40678.131525 1.192029 5.048856 Mn0.06Fe''0.80Mg0.03Fe'''0.22Ti0.89O3 0 47.0137 0 11.4051 37.8858 2.855 0.840439 0 0 0 0
1000.00 800.00 5.594075 10.014502 -40654.198234 1.190255 5.039076 Mn0.06Fe''0.80Mg0.03Fe'''0.22Ti0.89O3 0 47.0463 0 11.3385 37.9437 2.8367 0.834834 0 0 0 0

olivine_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 970.00 0.002708 0.005533 -21.229427 0.000678 0.002704 (Ca0.01Mg0.21Fe''0.63Mn0.16Co0.00Ni0.00)2SiO4 31.4982 0 0 0 47.5368 12.1736 8.37362 0.417828 0 0 0
